Wall time,Step,Value
1773606092.4725602,400,0.02010970748960972
1773606114.4340281,800,0.009864694438874722
1773606139.184682,1200,0.0768846794962883
1773606155.7723148,1600,0.6924490332603455
1773606173.275827,2000,0.06652887165546417
1773606194.026861,2400,0.5963714718818665
1773606211.590313,2800,0.7467288970947266
1773606231.328992,3200,0.8108952045440674
1773606254.874083,3600,0.6593778729438782
1773606274.736356,4000,0.014938164502382278
1773606293.178782,4400,0.755682110786438
1773606311.618238,4800,0.16405493021011353
1773606337.530059,5200,0.21062399446964264
1773606356.830534,5600,0.021054595708847046
1773606375.0628211,6000,0.6062889099121094
1773606389.531662,6400,0.661052405834198
1773606403.82797,6800,0.8627601265907288
1773606421.557898,7200,0.7198437452316284
1773606440.191083,7600,0.3515360653400421
1773606459.456671,8000,0.7249168157577515
1773606479.59635,8400,0.8457618355751038
1773606495.181078,8800,0.7991107702255249
1773606509.9534452,9200,0.6151291131973267
1773606524.817067,9600,0.7281933426856995
1773606551.97032,10000,0.4818876385688782
1773606572.123331,10400,0.8941709399223328
1773606587.816622,10800,0.8039540648460388
1773606601.264674,11200,0.701811671257019
1773606616.271622,11600,0.8423082232475281
1773606634.5564759,12000,0.7419168949127197
1773606649.287619,12400,0.5447925925254822
1773606668.427527,12800,0.6290456056594849
1773606683.670679,13200,0.7661417126655579
1773606697.693162,13600,0.7883778214454651
1773606713.083835,14000,0.24893514811992645
1773606731.836399,14400,0.6680149435997009
1773606748.611956,14800,0.8725169897079468
1773606769.016701,15200,0.6931423544883728
1773606783.3492239,15600,0.6333478689193726
1773606798.9126961,16000,0.7329996824264526
1773606817.7075992,16400,0.5282129645347595
1773606831.852204,16800,0.6054216027259827
1773606846.1501188,17200,0.7052866220474243
1773606860.738917,17600,0.7623955011367798
1773606874.178677,18000,0.7770781517028809
1773606887.952616,18400,0.8173488974571228
1773606903.5951202,18800,0.838593602180481
1773606918.219414,19200,0.1015348732471466
1773606934.351178,19600,0.5513324737548828
1773606958.4447858,20000,0.7844299674034119
1773606972.3539689,20400,0.6701089143753052
1773606990.9424262,20800,0.8241367936134338
1773607007.175927,21200,0.6153181791305542
1773607022.833041,21600,0.8305370807647705
1773607039.510695,22000,0.5409995317459106
1773607059.4344761,22400,0.8495913743972778
1773607074.453759,22800,0.792854905128479
1773607090.424683,23200,0.700483500957489
1773607108.461962,23600,0.8472312688827515
1773607126.6107578,24000,0.030617298558354378
1773607140.010974,24400,0.7380813956260681
1773607153.659565,24800,0.5787178874015808
1773607175.804397,25200,0.5923055410385132
1773607192.859711,25600,0.7212106585502625
1773607209.131639,26000,0.8218553066253662
1773607223.707663,26400,0.7511284351348877
1773607237.3022878,26800,0.8149689435958862
1773607251.7010748,27200,0.8495076894760132
1773607267.789265,27600,0.8418986201286316
1773607282.037832,28000,0.7165764570236206
1773607297.813374,28400,0.7672626376152039
1773607311.543741,28800,0.7559700608253479
1773607325.777507,29200,0.7541792988777161
1773607345.1353989,29600,0.2569173574447632
1773607374.7314959,30000,0.8685292601585388
1773607390.934923,30400,0.7207190990447998
1773607406.88225,30800,0.713564932346344
1773607422.0268312,31200,0.6727262139320374
1773607435.444447,31600,0.5692408680915833
1773607448.284815,32000,0.6619861125946045
1773607463.3220658,32400,0.8118289113044739
1773607476.512691,32800,0.7532267570495605
1773607490.730419,33200,0.7013927102088928
1773607507.896876,33600,0.7168442606925964
1773607521.96737,34000,0.01851866953074932
1773607534.857443,34400,0.8164889216423035
1773607551.695343,34800,0.8162021040916443
1773607572.896999,35200,0.6878552436828613
1773607590.4218712,35600,0.7718315124511719
1773607606.254427,36000,0.9117543697357178
1773607623.815922,36400,0.831747829914093
1773607640.2984781,36800,0.5551826357841492
1773607653.8507462,37200,0.8054119348526001
1773607669.786004,37600,0.6736176609992981
1773607687.4462569,38000,0.8064945340156555
1773607703.594398,38400,0.638771653175354
1773607720.158248,38800,0.7685160636901855
1773607738.978909,39200,0.7500688433647156
1773607758.593493,39600,0.7347868084907532
1773607778.539708,40000,0.7122567892074585
1773607791.8487291,40400,0.6799712181091309
1773607805.359248,40800,0.9148809909820557
1773607819.869569,41200,0.721783459186554
1773607841.3816562,41600,0.7681615352630615
1773607855.7299032,42000,0.7700810432434082
1773607871.214516,42400,0.5228586196899414
1773607887.877047,42800,0.9178209900856018
1773607906.40887,43200,0.7423075437545776
1773607922.407927,43600,0.9211359620094299
1773607946.413609,44000,0.966435432434082
1773607963.1682172,44400,0.7947426438331604
1773607982.505517,44800,0.8736003637313843
1773608004.555448,45200,0.8187800645828247
1773608021.238157,45600,0.6993575096130371
1773608039.3050141,46000,0.8297012448310852
1773608054.326426,46400,0.7528195977210999
1773608069.302913,46800,0.8986527919769287
1773608087.6424901,47200,0.8417401909828186
1773608105.052115,47600,0.793418824672699
1773608122.180564,48000,0.7639020085334778
1773608137.2458,48400,0.8755345940589905
1773608152.238764,48800,0.9288022518157959
1773608167.3754492,49200,1.0
1773608182.4643898,49600,0.8119380474090576
1773608203.2338471,50000,0.838641345500946
1773608218.8605282,50400,0.8877617120742798
1773608236.019209,50800,0.8946548700332642
1773608251.756684,51200,0.004026818089187145
1773608268.603389,51600,0.8948586583137512
1773608283.37758,52000,0.9798076748847961
1773608305.959766,52400,0.9524480104446411
1773608325.1451159,52800,0.2703433036804199
1773608340.995795,53200,0.8041656017303467
1773608356.471423,53600,0.9973548650741577
1773608374.446146,54000,0.8326837420463562
1773608389.919146,54400,0.854404866695404
1773608405.445769,54800,0.9750988483428955
1773608425.586036,55200,0.9666278958320618
1773608441.118437,55600,0.71478670835495
1773608456.321957,56000,0.9531772136688232
1773608471.7832682,56400,0.6439768671989441
1773608487.108216,56800,0.9022590517997742
1773608502.55525,57200,0.9083350896835327
1773608518.122486,57600,0.7892850041389465
1773608534.78975,58000,0.9395110607147217
1773608551.611319,58400,0.9161114692687988
1773608570.980084,58800,0.743253231048584
1773608591.2599192,59200,0.9928446412086487
1773608609.34483,59600,0.85056471824646
1773608635.000489,60000,0.8407862782478333
1773608650.57713,60400,0.8316273093223572
1773608671.071477,60800,0.7964756488800049
1773608690.6116369,61200,0.9653996229171753
1773608710.2915578,61600,0.7489537000656128
1773608727.3016372,62000,0.8299822211265564
1773608742.8989599,62400,0.9643404483795166
1773608758.5933151,62800,0.9591103792190552
1773608774.406464,63200,0.9329720139503479
1773608789.996937,63600,0.926361083984375
1773608806.095207,64000,0.8371483683586121
1773608822.1078742,64400,0.6822586059570312
1773608837.63792,64800,0.6956924796104431
1773608861.5816362,65200,0.9832277297973633
1773608878.519114,65600,0.8715999126434326
1773608894.3915148,66000,0.6976910829544067
