Wall time,Step,Value
1773613205.209183,400,0.0020257593132555485
1773613220.931898,800,0.0013024222571402788
1773613237.9643068,1200,0.0031385214533656836
1773613252.604586,1600,0.0012857373803853989
1773613269.495177,2000,0.025191256776452065
1773613284.1602829,2400,1.3910834789276123
1773613299.0816572,2800,0.03106451965868473
1773613313.803933,3200,0.02152307890355587
1773613328.864307,3600,0.003178441897034645
1773613343.4229279,4000,2.0456833839416504
1773613358.214518,4400,0.002004580106586218
1773613372.7641869,4800,2.2143776416778564
1773613393.522311,5200,0.05093337595462799
1773613410.098103,5600,0.6840345859527588
1773613424.376471,6000,3.001267910003662
1773613438.4832609,6400,2.391878366470337
1773613452.732567,6800,1.2744042873382568
1773613467.054702,7200,3.3388917446136475
1773613485.321738,7600,3.7573444843292236
1773613499.22772,8000,1.0270665884017944
1773613512.8305228,8400,2.7115671634674072
1773613526.468052,8800,3.391038656234741
1773613540.103553,9200,2.377075433731079
1773613553.6567738,9600,2.5487172603607178
1773613573.464551,10000,4.741852760314941
1773613586.937691,10400,0.0
1773613600.345747,10800,3.8853464126586914
1773613613.443053,11200,3.757534980773926
1773613626.4413419,11600,5.448647975921631
1773613639.253032,12000,2.835564613342285
1773613652.2186098,12400,2.9349982738494873
1773613665.784737,12800,2.4999630451202393
1773613678.456619,13200,0.1287885159254074
1773613691.4628532,13600,3.709388256072998
1773613704.1459079,14000,4.824519634246826
1773613716.882473,14400,2.7781662940979004
1773613729.694286,14800,3.336110830307007
1773613746.800643,15200,3.9299347400665283
1773613759.422069,15600,2.860470771789551
1773613772.171989,16000,5.76456880569458
1773613784.918582,16400,3.0498721599578857
1773613800.714697,16800,3.8266847133636475
1773613813.66337,17200,0.006705574691295624
1773613826.379736,17600,3.250913143157959
1773613839.120218,18000,0.03726448863744736
1773613851.907475,18400,3.4541471004486084
1773613868.851447,18800,4.071717262268066
1773613884.6181052,19200,1.7072808742523193
1773613901.029912,19600,7.0243401527404785
1773613926.179297,20000,3.036726474761963
1773613942.602515,20400,4.516937732696533
1773613960.489439,20800,5.963021755218506
1773613978.419173,21200,3.347728967666626
1773613995.561558,21600,2.9931249618530273
1773614011.676019,22000,4.884922981262207
1773614027.984728,22400,4.783750534057617
1773614044.855188,22800,3.249375820159912
1773614061.029063,23200,3.8414902687072754
1773614079.600327,23600,0.0
1773614095.927954,24000,6.144656181335449
1773614112.113965,24400,3.436150074005127
1773614130.425921,24800,2.4249935150146484
1773614152.664295,25200,4.440310955047607
1773614171.095636,25600,3.826951265335083
1773614187.44957,26000,3.218489408493042
1773614203.6732318,26400,3.2978806495666504
1773614220.091244,26800,3.6111114025115967
1773614236.386663,27200,3.3840034008026123
